NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q14,q15,q16a,q16b,chasu,nat,city,sex,edu,job,age
9974,2,4,6,3,4,5,5,5,5,8,3,4,5,4,4,5,5,3,1,3,1,3,1,3
9975,1,1,1,5,5,4,4,4,4,4,4,3,5,4,4,3,3,3,12,1303,1,4,5,2
9976,2,4,1,3,5,5,5,5,5,3,3,5,5,5,5,5,5,3,3,401,2,2,3,2
9977,2,2,4,3,4,4,3,4,3,5,5,4,4,4,4,3,4,3,3,401,1,2,5,1
9978,2,4,1,5,5,5,5,5,4,5,4,4,4,4,4,4,4,3,3,401,2,3,3,1
9979,2,3,5,4,5,4,5,5,5,5,3,3,5,5,5,4,5,3,97,5009,1,3,7,3
9980,1,1,1,3,4,3,4,4,4,5,3,3,3,4,4,3,3,3,97,5009,2,3,4,1
9981,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,8,605,1,3,10,5
9982,1,1,1,5,5,5,4,4,5,5,4,4,5,3,5,5,5,3,8,613,1,3,10,5
9983,2,2,1,1,4,4,4,4,4,3,3,2,2,4,4,4,3,3,1,5,2,2,9,5
9984,2,4,5,1,5,5,5,5,5,5,5,4,5,5,5,3,3,3,1,17,2,2,9,3
9985,2,4,1,2,2,2,5,3,3,3,4,4,4,4,4,4,4,3,1,7,2,2,3,2
9986,2,4,1,5,5,5,5,5,5,5,3,5,5,5,5,4,5,3,1,10,2,2,1,3
9987,2,4,1,2,4,3,4,4,4,3,3,3,3,4,4,4,4,3,1,1,2,2,3,2
9988,2,4,1,4,4,5,5,5,5,4,5,5,5,5,5,5,5,3,1,2,1,2,7,4
9989,2,4,1,2,4,5,5,3,3,3,4,2,4,5,3,4,4,3,1,3,2,1,3,2
9990,2,2,1,2,4,3,5,5,5,3,4,4,4,4,4,3,4,3,1,3,1,2,1,1
9991,2,2,6,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,9,840,1,3,7,4
9992,1,1,1,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,6,701,2,1,3,1
9993,1,1,1,5,5,4,4,5,5,5,3,4,5,5,4,4,5,3,6,701,2,2,3,1
9994,2,4,6,3,4,5,5,8,5,8,3,5,5,5,5,4,4,3,1,1,1,3,3,1
9995,2,3,6,2,3,4,4,8,4,8,4,4,4,3,3,3,3,3,1,1,1,2,3,3
9996,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,1,11,2,2,5,2
9997,2,2,1,4,3,5,5,5,5,3,3,5,4,5,5,3,4,3,1,56,2,2,3,1
9998,1,1,1,4,5,5,5,8,8,8,3,4,5,4,4,4,4,3,9,889,2,3,12,5
9999,1,1,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,3,10,1002,2,3,8,1
10000,1,1,1,5,5,5,5,5,5,5,4,3,5,5,5,5,5,2,97,5009,1,3,5,1
10001,1,1,3,5,5,3,3,5,5,5,2,4,5,3,5,4,5,2,97,5041,2,1,8,1
10002,1,1,1,3,4,3,5,4,5,4,3,4,5,5,5,4,5,2,97,5004,2,2,8,1
10003,1,1,1,4,4,5,4,4,5,4,4,5,5,4,4,4,5,2,97,5143,1,3,5,4
10004,2,4,1,5,4,4,5,5,4,4,3,4,5,5,4,4,4,2,3,401,2,2,12,2
10005,1,1,5,4,3,5,5,4,4,3,3,5,5,4,4,3,4,2,3,401,1,3,5,1
10006,2,4,1,4,4,4,5,5,4,4,4,4,4,5,5,4,4,2,12,1305,2,2,8,1
10007,1,1,3,4,4,4,4,8,4,4,4,4,4,5,5,5,5,2,9,805,1,2,7,1
10008,1,1,1,4,4,5,5,5,5,4,4,4,4,5,5,4,4,2,4,402,2,2,5,1
10009,1,1,1,4,5,5,5,5,5,4,4,4,5,5,5,4,5,2,4,402,2,2,2,2
10010,1,1,1,4,5,4,5,5,5,5,4,4,5,5,5,4,5,2,97,5006,2,2,5,1
10011,1,1,1,5,5,5,4,4,5,4,5,5,5,4,5,3,5,2,6,720,1,3,2,1
10012,2,4,3,4,5,4,4,5,5,4,4,4,5,5,5,4,4,2,9,822,1,2,7,5
10013,2,4,1,4,5,4,5,4,4,4,3,4,4,5,5,4,4,2,4,402,2,2,2,4
10014,1,1,5,5,5,5,5,5,5,5,5,5,5,1,4,3,4,2,10,1005,2,2,1,1
10015,1,1,1,5,5,5,3,5,5,5,3,4,4,5,5,5,5,2,7,5670,2,3,8,1
10016,1,1,1,5,4,3,3,3,4,5,4,4,4,4,5,3,4,2,9,813,1,3,6,1
10017,1,1,1,4,3,4,4,4,4,4,3,4,5,5,5,5,5,2,3,401,2,3,4,3
10018,2,4,6,2,4,5,4,8,4,4,4,5,5,5,5,5,5,2,9,837,1,3,2,5
10019,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,2,8,651,1,1,5,4
10020,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,16,5199,1,2,2,2
10021,1,1,6,4,3,4,4,3,3,4,3,4,4,5,4,4,4,2,8,603,1,2,2,3
10022,1,1,6,5,5,5,5,5,5,5,5,5,5,5,4,3,4,2,9,807,1,2,1,1
10023,1,1,6,4,4,5,4,8,4,4,3,4,4,5,5,4,5,2,97,5089,1,3,8,1
10024,2,2,6,4,5,5,5,8,8,8,4,4,5,5,4,5,5,2,12,1302,1,3,5,2
10025,2,4,6,3,5,5,5,5,5,4,4,5,5,5,5,5,5,2,12,1383,1,2,3,3
10026,2,2,1,2,4,5,5,5,5,4,3,3,4,5,5,3,4,2,4,402,2,2,8,1
10027,1,1,6,4,5,5,4,4,5,4,3,4,5,5,4,3,4,2,16,5199,1,2,5,1
10028,2,4,6,4,2,3,3,5,8,8,2,3,4,4,4,4,4,2,16,5520,1,3,2,2
10029,1,1,1,4,5,5,4,4,4,5,4,4,5,5,5,4,5,2,7,5883,2,2,8,1
10030,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,7,5001,2,2,1,2
10031,2,2,5,4,5,5,4,5,5,5,3,4,4,5,5,4,5,2,7,5741,2,4,1,4
10032,1,1,1,5,5,5,5,4,4,4,2,4,4,4,4,4,4,2,7,5001,1,2,5,1
10033,1,1,1,3,3,3,3,3,4,2,1,3,4,3,3,4,3,2,7,5001,1,2,12,1
10034,2,4,5,3,5,5,4,4,4,4,3,4,4,1,4,4,4,2,8,605,2,2,12,3
10035,1,1,6,4,4,5,5,5,5,5,5,3,4,5,5,3,5,2,9,868,2,2,5,3
10036,2,2,6,3,3,5,4,3,3,3,5,5,5,5,4,4,4,2,9,821,2,2,2,5
10037,1,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,97,5517,1,2,2,1
10038,2,4,6,3,5,5,4,5,4,5,3,4,5,5,5,5,5,2,16,5236,1,2,2,2
10039,2,4,6,3,5,5,5,8,4,4,4,4,5,5,5,4,4,2,6,701,1,2,2,4
10040,2,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,745,2,2,9,2
10041,2,4,6,4,2,4,5,5,5,5,5,5,4,5,5,3,3,2,10,1009,1,3,5,3
10042,2,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,97,5009,1,2,1,2
10043,1,1,5,3,5,5,5,4,4,3,3,3,5,4,3,4,4,2,9,819,2,2,2,2
10044,1,1,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,12,1303,1,2,2,3
10045,2,3,5,4,4,4,4,8,4,4,4,4,4,4,4,4,4,2,3,401,1,2,8,9
10046,1,1,6,4,5,4,5,5,4,8,5,4,5,5,5,3,5,2,16,5513,2,4,7,1
10047,2,4,6,3,5,4,5,8,4,4,3,4,5,5,5,5,4,2,12,1333,1,2,6,4
10048,1,1,1,4,5,5,4,5,5,5,4,4,4,4,5,4,4,2,4,402,1,2,5,1
10049,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,402,2,2,3,1
10050,1,1,4,4,4,5,4,5,4,4,3,4,5,5,5,3,5,2,4,402,1,1,5,2
10051,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,7,5001,2,2,8,1
10052,1,1,1,4,4,5,5,5,5,4,2,2,4,5,5,4,5,2,7,5001,1,4,5,3
10053,1,1,1,5,5,4,5,4,5,4,4,5,4,5,5,5,5,2,7,5001,2,4,3,4
10054,1,1,1,4,4,4,4,4,4,4,2,3,4,3,3,4,3,2,7,5001,2,2,2,1
10055,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,4,4,2,7,5466,2,2,3,4
10056,2,2,1,3,5,5,5,4,4,4,4,4,4,5,5,4,5,2,6,701,2,2,1,1
10057,1,1,1,4,4,4,5,4,5,5,3,3,4,5,5,3,5,2,6,701,1,2,2,1
10058,2,2,1,4,4,3,5,4,4,5,4,4,4,4,4,4,4,2,97,5009,2,2,7,2
10059,1,1,1,5,5,5,5,5,5,5,3,3,5,3,5,5,5,2,9,845,1,2,5,2
10060,2,2,4,3,3,4,4,4,3,3,3,3,4,4,4,4,4,2,3,401,2,2,3,1
10061,2,2,1,4,3,4,4,4,4,3,4,3,3,3,3,4,4,2,1,15,1,2,3,2
10062,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,3,4
10063,1,1,1,3,4,4,4,4,4,3,4,3,4,4,4,4,4,2,1,49,1,2,8,1
10064,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,3,1
10065,2,4,1,4,4,4,4,4,4,4,4,3,3,4,3,4,4,2,1,2,2,1,7,4
10066,1,1,1,4,4,4,4,4,4,2,2,3,3,3,4,3,3,2,2,206,2,1,12,3
10067,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,235,2,1,6,4
10068,2,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,1,1,1,2,7,3
10069,2,4,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,2,1,2,1,2,11,5
10070,1,1,1,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,6,1
10071,1,1,1,3,4,4,4,4,4,4,4,2,3,4,3,3,4,2,1,2,2,2,8,0
10072,2,2,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,1,2,2,2,8,1
10073,2,4,1,3,4,4,4,4,4,4,2,2,4,4,3,4,4,2,1,26,1,2,5,4
10074,1,1,1,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,1,1,2,1,6,3
10075,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,67,1,3,3,3
10076,1,1,1,3,4,3,4,4,4,4,2,3,4,3,4,4,4,2,2,239,1,1,6,3
10077,2,4,6,4,2,4,4,3,4,4,4,4,4,5,4,4,4,2,1,1,2,3,3,2
10078,2,4,6,4,3,4,4,4,4,4,4,4,4,5,4,4,4,2,1,1,1,3,3,2
10079,1,1,1,3,3,4,4,4,4,4,2,4,4,4,4,4,4,2,2,210,1,2,7,3
10080,2,2,1,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,1,47,2,2,3,2
10081,2,4,1,4,3,4,4,4,4,4,4,3,4,3,4,4,4,2,1,52,1,1,7,4
10082,2,4,1,4,3,4,4,4,4,4,4,3,4,3,3,4,4,2,1,123,1,2,6,3
10083,1,1,1,3,3,4,4,4,4,4,2,4,4,3,4,4,4,2,2,320,2,1,9,3
10084,1,1,1,4,3,4,4,4,4,4,4,3,4,3,4,3,4,2,2,313,1,2,8,1
10085,2,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,55,1,2,3,1
10086,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,1,2,3,1
10087,2,4,1,4,4,4,4,4,4,3,4,3,4,4,4,4,4,2,1,2,1,2,3,2
10088,2,4,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1,2,2,2,4,1
10089,2,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,1,3,2,2,7,1
10090,2,3,1,3,3,4,4,3,4,3,4,3,4,4,3,4,3,2,1,46,2,2,11,1
10091,1,1,1,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,3,401,1,2,3,2
10092,1,1,1,4,5,5,4,4,4,5,5,5,5,4,4,4,4,2,3,401,2,2,4,1
10093,1,1,1,5,4,4,5,5,5,5,4,5,5,5,4,5,4,2,5,501,2,2,3,2
10094,1,1,1,4,5,5,5,4,4,5,5,4,4,4,4,5,4,2,5,501,2,2,8,1
10095,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,3,401,1,1,3,3
10096,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,501,2,2,8,1
10097,1,1,1,5,4,4,5,5,5,5,5,4,4,5,4,5,5,2,5,501,1,2,3,2
10098,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,6,701,1,2,4,2
10099,1,1,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,2,5,502,2,2,3,2
10100,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,401,2,2,4,2
10101,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,501,1,2,8,1
10102,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,701,2,1,9,2
10103,1,1,1,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,7,5001,1,2,7,3
10104,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,2,5,501,2,2,8,1
10105,1,1,1,5,4,4,4,4,4,5,5,5,5,5,5,5,5,2,3,401,2,2,3,1
10106,1,1,1,5,4,5,5,5,5,5,4,4,4,5,5,5,5,2,5,501,1,1,7,3
10107,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,401,2,2,9,3
10108,1,1,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,7,5001,2,2,9,3
10109,1,1,1,5,5,4,4,4,5,5,5,5,5,5,5,5,5,2,7,5001,1,2,3,2
10110,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,9,813,1,2,2,3
10111,1,1,1,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,7,5001,2,1,9,3
10112,1,1,1,5,4,4,4,5,5,5,5,5,5,5,5,5,5,2,5,501,2,2,8,1
10113,1,1,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,2,7,5001,2,1,8,1
10114,1,1,1,5,4,5,5,5,5,4,5,5,5,5,5,5,5,2,9,816,2,2,3,2
10115,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,9,803,1,2,3,2
10116,1,1,1,4,4,5,5,5,4,5,5,5,5,5,5,4,5,2,14,1701,1,2,4,2
10117,1,1,1,5,5,5,5,5,5,4,5,5,5,5,4,4,5,2,14,1701,2,2,3,2
10118,2,4,1,4,3,4,4,4,3,3,3,3,3,4,4,4,4,2,1,13,2,1,9,5
10119,1,1,6,3,4,5,5,8,8,8,4,4,5,2,5,4,5,2,97,6012,1,2,3,3
10120,2,2,6,4,5,5,5,8,3,3,2,3,4,4,4,3,3,2,12,1472,1,2,3,3
10121,2,4,1,4,3,3,3,4,3,3,3,3,3,4,3,3,3,2,1,99,2,2,5,1
10122,1,1,6,4,4,4,4,4,5,4,3,3,4,4,4,4,4,2,16,5236,2,2,3,1
10123,1,1,3,5,5,5,5,5,4,5,5,5,5,5,5,4,4,2,1,23,1,2,4,4
10124,1,1,3,5,5,5,4,3,3,4,4,4,4,5,5,3,5,2,1,24,2,1,3,3
10125,2,4,1,3,4,5,4,4,3,3,3,3,4,5,4,4,4,2,1,12,2,1,7,3
10126,2,2,3,4,3,4,4,3,3,3,3,3,3,4,4,3,3,2,1,24,2,1,4,4
10127,2,4,1,4,4,4,4,4,4,4,3,3,4,3,4,5,5,2,1,2,2,1,3,4
10128,2,4,1,3,3,3,5,5,4,5,5,3,3,5,5,5,5,2,1,53,2,1,4,3
10129,1,1,1,4,5,4,3,4,5,4,3,3,5,3,3,4,4,2,7,5001,2,3,7,1
10130,2,4,1,3,4,3,5,4,4,4,4,3,4,5,5,3,4,2,1,9,2,2,8,1
10131,1,1,1,3,5,5,5,5,5,3,2,4,5,4,4,4,5,2,3,401,1,2,3,3
10132,2,3,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,401,2,2,12,1
10133,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,9,803,2,2,2,2
10134,2,2,1,4,4,4,3,4,4,5,4,4,5,5,5,5,5,2,3,401,2,1,10,4
10135,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,401,1,1,6,2
10136,1,1,1,3,3,4,3,5,4,5,4,4,5,3,4,3,4,2,3,401,1,1,6,2
10137,1,1,1,4,5,5,4,4,5,4,3,4,5,5,5,4,4,2,7,5001,2,2,1,2
10138,1,1,5,3,4,4,3,4,4,4,3,4,5,4,4,4,4,2,7,5001,2,3,8,1
10139,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,7,5001,1,3,1,4
10140,1,1,1,4,3,3,4,4,4,4,4,4,3,4,4,4,5,2,7,5412,1,3,4,2
10141,2,4,1,5,5,5,5,5,4,4,4,5,5,5,5,4,5,2,6,701,2,3,4,2
10142,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,701,2,2,3,1
10143,1,1,1,5,5,5,5,5,5,5,4,4,5,4,5,3,4,2,97,5009,1,2,3,1
10144,1,1,1,3,3,3,4,4,4,4,3,3,5,3,4,3,3,2,5,501,1,1,8,0
10145,1,1,1,4,5,4,4,5,5,5,4,4,5,4,4,4,4,2,5,501,2,2,6,2
10146,1,1,1,3,4,4,4,4,4,3,2,3,4,3,4,4,4,2,97,5006,2,2,6,1
10147,1,1,1,4,5,4,4,5,4,4,5,4,4,4,5,4,4,2,5,501,2,2,7,3
10148,2,2,1,4,4,3,3,3,4,4,3,3,3,4,4,4,4,2,6,701,2,2,4,2
10149,1,1,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,6,701,1,2,3,1
10150,2,3,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,6,701,2,2,3,3
10151,1,1,1,4,5,5,5,5,5,5,4,4,5,4,5,4,5,2,6,701,2,2,4,1
10152,1,1,6,5,5,5,5,8,8,8,5,5,5,5,5,5,5,2,11,1108,1,2,3,3
10153,2,4,1,3,3,4,4,4,3,3,3,4,4,2,4,3,3,2,1,3,2,2,8,1
10154,2,4,5,5,3,4,3,3,3,3,4,4,4,5,5,5,5,2,1,9,2,1,9,2
10155,2,4,1,3,4,4,5,4,5,4,4,4,4,5,5,4,4,2,1,7,2,2,9,4
10156,1,1,5,3,3,3,5,5,5,4,3,4,4,4,4,3,4,2,1,1,2,2,5,1
10157,2,4,5,4,4,5,5,5,4,4,3,5,5,4,4,4,4,2,1,1,1,2,4,1
10158,2,3,1,4,4,4,5,4,4,4,3,3,3,4,5,5,5,2,1,30,1,2,4,3
10159,2,3,6,4,4,3,3,8,4,3,3,3,3,3,3,4,3,2,1,7,1,1,1,2
10160,2,4,1,5,5,5,5,5,5,5,2,4,5,4,4,5,5,2,1,1,1,2,3,5
10161,2,2,4,5,5,5,5,5,4,5,5,5,5,4,5,3,5,2,1,2,2,4,5,1
10162,2,3,1,4,3,3,3,4,4,3,3,3,3,4,3,4,4,2,1,1,1,1,4,1
10163,2,2,6,5,4,4,4,5,4,4,2,3,5,5,5,4,4,2,13,1501,1,3,2,3
10164,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,7,5883,1,2,7,1
10165,1,1,1,4,4,4,4,4,4,2,1,3,4,4,5,4,4,2,97,6469,2,3,2,2
10166,2,2,1,5,4,4,5,5,5,5,5,4,4,5,5,5,4,2,7,5001,1,3,5,1
10167,2,3,6,3,3,3,3,8,8,8,2,3,3,3,3,4,4,2,13,1502,1,3,5,2
10168,2,4,6,5,5,5,5,8,8,8,5,4,5,4,4,4,4,2,11,1101,1,2,2,4
10169,1,1,5,4,4,4,4,5,4,4,5,4,4,4,5,4,5,2,11,1101,2,2,3,1
10170,1,1,1,5,5,5,5,5,5,5,4,4,5,5,5,4,5,2,6,701,2,2,12,1
10171,2,4,1,4,4,4,4,4,3,3,3,4,5,4,4,4,5,2,3,401,2,2,7,2
10172,1,1,1,5,5,4,4,5,5,5,4,4,5,5,5,4,5,2,6,701,2,2,12,1
10173,1,1,1,4,4,4,4,4,4,4,3,4,4,5,5,4,4,2,97,5009,2,3,2,2
10174,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,401,1,2,3,2
10175,1,1,4,5,2,4,4,4,5,5,4,3,4,4,4,4,3,2,3,401,2,2,8,0
10176,1,1,1,4,5,5,5,4,5,4,4,4,5,5,5,3,5,2,97,5055,2,2,7,1
10177,2,2,6,4,3,4,4,8,8,8,4,3,3,4,3,3,4,2,97,5061,1,2,3,2
10178,1,1,4,5,5,5,5,5,5,5,1,5,5,5,4,4,4,2,1,1,2,1,5,1
10179,2,2,1,4,5,3,3,4,5,5,4,3,3,4,4,4,4,2,5,504,2,2,8,1
10180,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,504,2,2,8,1
10181,1,1,1,5,5,5,4,4,5,5,4,4,5,4,4,3,5,2,5,504,1,2,4,2
10182,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,2,5,504,2,2,4,3
10183,1,1,1,4,4,4,4,5,5,4,4,4,4,4,4,4,4,2,5,504,1,1,4,2
10184,2,4,4,5,5,5,5,5,4,4,4,5,5,3,4,4,4,2,1,2,2,2,3,3
10185,2,4,1,4,5,5,5,3,4,4,4,4,5,4,5,4,5,2,1,2,1,3,3,2
10186,1,1,4,3,1,3,3,4,2,2,2,4,4,2,2,3,2,2,1,16,1,1,3,2
10187,2,4,7,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,1,9,2,2,3,1
10188,2,4,1,4,3,3,4,4,4,4,3,3,4,4,4,4,4,2,1,2,1,1,2,3
10189,2,4,1,2,4,4,4,5,4,4,4,2,3,4,4,3,3,2,1,4,1,2,3,5
10190,2,4,7,5,5,5,5,5,5,5,4,5,4,5,5,5,5,2,1,1,2,2,8,0
10191,2,2,6,4,3,5,4,4,3,3,4,3,3,4,3,3,3,2,1,2,1,2,3,2
10192,2,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,1,19,2,2,1,3
10193,2,4,1,4,4,3,4,4,4,3,4,3,4,4,4,3,4,2,1,16,2,1,3,3
10194,2,4,4,4,5,4,5,5,4,5,5,4,2,5,4,4,4,2,1,17,1,1,2,1
10195,2,4,5,2,3,4,4,4,3,3,3,3,3,5,5,4,5,2,1,4,2,1,4,1
10196,2,4,1,1,4,5,5,5,4,4,4,4,4,5,5,5,5,2,1,16,1,1,6,3
10197,2,4,1,3,3,3,4,4,4,4,4,4,4,4,4,4,5,2,1,32,2,2,3,1
10198,1,1,4,3,4,4,4,4,4,4,3,3,4,5,4,4,4,2,1,17,2,1,3,3
10199,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,59,1,2,3,4
10200,2,2,1,4,4,5,5,5,5,5,4,5,5,4,4,5,5,2,1,2,1,2,8,0
10201,2,4,1,3,4,4,3,3,3,4,4,3,4,5,4,5,5,2,1,5,1,2,10,5
10202,1,1,1,5,5,3,5,5,5,5,5,5,4,5,5,5,5,2,1,3,2,2,8,1
10203,2,4,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,1,12,1,2,2,5
10204,2,4,1,4,4,4,5,5,5,3,3,5,4,5,5,5,5,2,1,3,2,1,4,2
10205,2,4,1,5,3,5,5,5,4,4,4,4,5,5,5,4,5,2,1,1,2,1,4,3
10206,2,4,1,4,5,4,4,4,4,4,3,4,4,5,5,4,4,2,3,401,1,3,3,4
10207,2,3,6,5,5,5,4,5,5,5,4,4,4,4,4,4,4,2,3,401,1,2,2,3
10208,1,1,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,2,3,401,2,2,3,4
10209,1,1,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,2,12,1309,1,3,2,1
10210,1,1,1,2,4,5,5,4,5,5,4,2,5,5,5,4,5,2,97,5009,1,3,2,2
10211,1,1,1,4,4,3,5,4,5,4,3,3,4,4,5,5,5,2,97,5050,1,2,8,1
10212,2,2,1,4,5,4,4,4,4,4,3,3,4,4,4,3,4,2,7,5001,1,2,2,3
10213,2,2,5,4,5,3,5,5,3,5,3,3,5,5,4,3,4,2,13,1501,1,3,2,1
10214,2,4,6,3,4,4,5,4,4,4,4,4,5,5,5,5,5,2,9,812,1,3,2,5
10215,2,3,1,4,4,4,5,4,5,5,4,5,5,5,5,4,5,2,9,806,1,3,11,1
10216,1,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,13,1625,1,3,8,2
10217,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,16,6296,1,2,2,3
10218,2,2,6,5,5,5,5,8,5,5,5,5,5,5,5,5,5,2,9,810,1,2,1,2
10219,2,4,5,5,5,4,5,5,4,4,4,5,5,5,5,3,5,2,3,401,2,2,12,2
10220,2,4,1,4,3,4,4,4,4,8,1,3,3,5,3,3,3,2,3,401,1,3,7,3
10221,1,1,1,4,4,5,4,3,4,2,1,3,4,3,4,3,4,2,12,1309,1,1,8,0
10222,2,2,6,4,5,5,4,4,8,4,3,4,5,4,3,3,4,2,16,5520,1,3,2,2
10223,2,4,6,4,4,3,4,5,4,4,3,4,4,5,5,4,5,2,3,401,2,3,2,3
10224,2,4,1,4,4,4,5,5,4,4,4,4,4,4,4,4,4,2,3,401,2,1,9,2
10225,1,1,1,3,3,4,5,4,4,3,2,2,4,5,5,4,4,2,7,5001,2,3,2,1
10226,1,1,5,5,5,5,3,5,4,5,2,2,5,2,4,3,4,2,7,5001,1,2,2,3
10227,1,1,1,3,5,5,5,5,4,4,3,4,5,5,5,5,4,2,7,5325,2,2,8,3
10228,2,4,6,1,4,5,5,8,4,3,3,4,5,5,5,4,4,2,9,829,1,3,1,3
10229,1,1,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,2,10,1085,2,3,5,4
10230,1,1,1,4,4,8,3,8,4,4,4,4,4,4,4,3,4,2,10,1005,2,2,12,1
10231,2,2,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,6,701,1,2,7,4
10232,1,1,6,5,5,5,5,4,4,3,3,4,5,5,5,3,5,2,10,1008,1,2,8,1
10233,2,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,2,9,855,1,2,5,4
10234,2,3,1,3,3,4,5,5,4,4,4,4,5,4,4,4,4,2,6,701,2,3,7,2
10235,1,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,5,507,2,2,8,1
10236,2,2,1,5,3,4,5,5,5,3,3,5,5,3,4,5,4,2,2,204,2,2,12,1
10237,2,3,5,1,3,3,4,4,4,4,4,4,4,3,3,4,3,2,2,202,1,2,3,1
10238,1,1,1,3,4,4,4,4,4,4,4,4,4,5,5,4,4,2,7,5001,2,2,7,1
10239,1,1,1,4,5,4,4,5,5,5,5,5,5,4,5,5,5,2,97,5009,2,3,5,2
10240,1,1,1,4,4,4,4,5,4,4,4,4,4,3,5,5,5,2,6,701,2,2,7,1
10241,1,1,6,4,5,5,5,4,4,5,4,4,4,4,5,3,5,2,9,844,1,2,1,1
10242,2,3,1,3,3,3,4,4,4,4,4,4,4,3,4,4,4,2,6,701,2,2,12,1
10243,2,2,1,4,3,5,5,5,4,4,4,3,4,4,4,3,4,2,5,501,2,2,3,1
10244,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,501,2,2,3,2
